source_group_id,cell,question,r_o,r_s,c_o,c_s,shared_q,shared_r_o,shared_r_s,norm_ro_ne_rs,render_ro_ne_rs
33f86a7532fe7a00e4385c2186b8894c0d344a76587dde47d18ab73a23f937c4,OO-OS-SO-SS,In what city was KK born?,Minnesota,Guadalajara,The answer is Minnesota.,The answer is Guadalajara.,True,True,True,True,True
342fda69412292e9da1c20010c05662e60bc1128cda4ab820ac3a36eb81c8434,OO-OS-SO-SS,Who was the director of In the Money?,William Beaudine,Sidney J. Furie,The answer is William Beaudine.,The answer is Sidney J. Furie.,True,True,True,True,True
343f744113630b33344311e9714193cffac0aa19e4ca7ff8d5298aac3924c320,OO-OS-SO-SS,What genre is Come on Down?,grunge,spy film,The answer is grunge.,The answer is spy film.,True,True,True,True,True
344733e8db2511526ee0f80f35718d521706e9a2368a3a82439840a175ed3e89,OO-OS-SO-SS,What is the capital of Guinea?,Conakry,Douala,The answer is Conakry.,The answer is Douala.,True,True,True,True,True
346743401030029fd584394e2e629f11dd097e18e01e722c6968f072dc68c6b0,OO-OS-SO-SS,What genre is Shin?,rock music,action role-playing game,The answer is rock music.,The answer is action role-playing game.,True,True,True,True,True
34b951de26c0248a9fe56bafcc08a348ab9abe3276a5d2fb6df5009310c98d81,OO-OS-SO-SS,Who is the author of Just a Matter of Time?,James Hadley Chase,Darick Robertson,The answer is James Hadley Chase.,The answer is Darick Robertson.,True,True,True,True,True
34c47fd4a48b9bdda57965f559caaeccff1726e3f59590f06ec2a72d0a36db74,OO-OS-SO-SS,Who was the director of Pulse?,Kiyoshi Kurosawa,George Sidney,The answer is Kiyoshi Kurosawa.,The answer is George Sidney.,True,True,True,True,True
34ce93c0ffbc2797b9fe29a05213df6e2a97efe92903967b89793023ab1884eb,OO-OS-SO-SS,Who was the director of Family?,Takashi Miike,Dustin Hoffman,The answer is Takashi Miike.,The answer is Dustin Hoffman.,True,True,True,True,True
34d7cbe4d39bcf7bfc33777fa19442be059ca15f8a934ce8fc84a586e67379a4,OO-OS-SO-SS,What is Kamya Panjabi's occupation?,actor,photographer,The answer is actor.,The answer is photographer.,True,True,True,True,True
34e47629edbb102f0a52dc69c68cb0ad318fdaf6ac1569167e081307a5f7b6c0,OO-OS-SO-SS,What sport does Roosevelt Chapman play?,basketball,American football,The answer is basketball.,The answer is American football.,True,True,True,True,True
34e6733b1c18e1c0b1caafd38ba5aa67c7d6aebb7ae03dcd81f243f97141ce71,OO-OS-SO-SS,Who was the screenwriter for The Hospital?,Paddy Chayefsky,Stewart Stern,The answer is Paddy Chayefsky.,The answer is Stewart Stern.,True,True,True,True,True
352c61f88065e9107b845c6e9a117899fc9a75a4edc411be27def773059b91bf,OO-OS-SO-SS,Who was the screenwriter for Tape?,Stephen Belber,Nicole Holofcener,The answer is Stephen Belber.,The answer is Nicole Holofcener.,True,True,True,True,True
3535e2434e39b76e99d3d461e1a893ab973937a34dd252468f85e959ae58c85c,OO-OS-SO-SS,What genre is The Killer?,crime film,melodic death metal,The answer is crime film.,The answer is melodic death metal.,True,True,True,True,True
356b392e78a1e6a081f8fbe6aa78cefba243f4057b6e65e407d0e008e6efe725,OO-OS-SO-SS,"Who is the author of Stiff Upper Lip, Jeeves?",P. G. Wodehouse,Don DeLillo,The answer is P. G. Wodehouse.,The answer is Don DeLillo.,True,True,True,True,True
359ea9c890704b6dd21f3a1923bd93abedb31f9b2503cabafb2640d57ab3db01,OO-OS-SO-SS,Who is the author of The Three Robbers?,Tomi Ungerer,William Shakespeare,The answer is Tomi Ungerer.,The answer is William Shakespeare.,True,True,True,True,True
35d3a6944ab9d6bbf4e3098a0d869cd6ab9f2c0521c55ef7e2e88a2b5a2fe0b1,OO-OS-SO-SS,Who is the author of Limitations?,Scott Turow,Carl Barks,The answer is Scott Turow.,The answer is Carl Barks.,True,True,True,True,True
35d8155ffb65cb111c50b44b5824b58741e0ec3114a684d7c3cb2e9bb59296e3,OO-OS-SO-SS,Who was the producer of L.A.?,Neil Young,Theo van Gogh,The answer is Neil Young.,The answer is Theo van Gogh.,True,True,True,True,True
35eafe4492d5e37a8200b8e45ef6484a2640f10f2cf16e2f4095977e85293f31,OO-OS-SO-SS,Who was the composer of The Falls?,Michael Nyman,Cole Porter,The answer is Michael Nyman.,The answer is Cole Porter.,True,True,True,True,True
35ecd5fe78c290076234f5908a42788fa78eaa5426052a5b118b01c582c6af2f,OO-OS-SO-SS,Who was the composer of Kärleken är?,Ingela Forsman,Sergey Kuryokhin,The answer is Ingela Forsman.,The answer is Sergey Kuryokhin.,True,True,True,True,True
35ee8eb07a4fe46da373b7dc47dbe7f1c8cb07e6b93ae636e15125ada62e87d8,OO-OS-SO-SS,Who was the director of The Score?,Frank Oz,Alexandre Astruc,The answer is Frank Oz.,The answer is Alexandre Astruc.,True,True,True,True,True
35f4d5ae250aa57170d290226f73871fd9ef3ac11c034fd9e8085ee7dc752a5a,OO-OS-SO-SS,Who was the producer of The Cocoanuts?,Walter Wanger,Deep Purple,The answer is Walter Wanger.,The answer is Deep Purple.,True,True,True,True,True
3657010d67526a546ea70766eee4a17e4f293a5d5627df283df6086b4222a5be,OO-OS-SO-SS,In what city was William Perry Hay born?,Eureka,Santa Barbara,The answer is Eureka.,The answer is Santa Barbara.,True,True,True,True,True
365b0a047238a8cd5d4cd5d5501f2b26baf9398a3189883df4b2d5222f37c9f8,OO-OS-SO-SS,Who was the screenwriter for So Can I?,Abbas Kiarostami,Robert Carlock,The answer is Abbas Kiarostami.,The answer is Robert Carlock.,True,True,True,True,True
367a0c561491fd6df3ac61456b3d56c657a659dac69a227a6d4b65c1c4a74307,OO-OS-SO-SS,Who was the composer of Eliza?,Thomas Arne,Roger Waters,The answer is Thomas Arne.,The answer is Roger Waters.,True,True,True,True,True
36a8f89f8d7a183b1a63feeb8b8e4822ae8cda733b8b83676942ea58c26dc9ff,OO-OS-SO-SS,What sport does Jared Gaither play?,American football,association football,The answer is American football.,The answer is association football.,True,True,True,True,True
36b13f72e86cc142160d763a2491a54cb1a139aceab913e7eed867a5867da961,OO-OS-SO-SS,Who was the screenwriter for Rebecca?,Philip MacDonald,Adam Horowitz,The answer is Philip MacDonald.,The answer is Adam Horowitz.,True,True,True,True,True
36ca99239c4a0a9c02c092cd7886318aca017f97fd9efb7c81775a216e148ae9,OO-OS-SO-SS,Who was the producer of Menu?,Pete Smith,Quentin Tarantino,The answer is Pete Smith.,The answer is Quentin Tarantino.,True,True,True,True,True
36e43f85b1510b3e2cf39c47e17b45f36125e51e11b00c4bd425a9655c665eda,OO-OS-SO-SS,Who is the father of Edmund of Scotland?,Malcolm III of Scotland,Devapala,The answer is Malcolm III of Scotland.,The answer is Devapala.,True,True,True,True,True
36e9c33d7dd45976ee46da7206705624240fd07ffe24a79f9221bbd9cfa7d96c,OO-OS-SO-SS,Who was the composer of Premi?,Jeet Ganguly,George Frideric Handel,The answer is Jeet Ganguly.,The answer is George Frideric Handel.,True,True,True,True,True
37059a88dd4a4b26cd59b54c562035dec74131783b468e77ff0b5095fd19b622,OO-OS-SO-SS,Who was the director of Stronger Than Desire?,Leslie Fenton,Edward Yang,The answer is Leslie Fenton.,The answer is Edward Yang.,True,True,True,True,True
370e339543bccbe5d6588525bba8ae069477c8146b611605d841ef1b581d2102,OO-OS-SO-SS,What is the religion of Roman Republic?,ancient Roman religion,Lutheranism,The answer is ancient Roman religion.,The answer is Lutheranism.,True,True,True,True,True
37166bf467b270ce6fbc9ee57c2490eee2799df0fcd22d8af60fdca9c768ba22,OO-OS-SO-SS,"Who is the father of Margaret, Maid of Norway?",Eric II of Norway,Peter II of Portugal,The answer is Eric II of Norway.,The answer is Peter II of Portugal.,True,True,True,True,True
372be0614b833156a84369770338b0fe12895c46e91c2f354b67340710de63c2,OO-OS-SO-SS,In what country is Centre?,Belgium,United States of America,The answer is Belgium.,The answer is United States of America.,True,True,True,True,True
37492d3f68a5df81260dc0079b3cd32d6f8fd3e9af6a0401789246bfabce0852,OO-OS-SO-SS,What sport does Anderson play?,association football,motorsport,The answer is association football.,The answer is motorsport.,True,True,True,True,True
375a3e6068fb2e205d00e5eb17c75a9c69f11cec501deba430ff4cf5a92be4aa,OO-OS-SO-SS,Who is the author of The Camp?,Richard Brinsley Sheridan,Oksana Zabuzhko,The answer is Richard Brinsley Sheridan.,The answer is Oksana Zabuzhko.,True,True,True,True,True
37728cd2cf21f519057628b94f87013f2e269e6bdf3bc652570b11d005ec7e3a,OO-OS-SO-SS,What is Tokyo the capital of?,Empire of Japan,Burkina Faso,The answer is Empire of Japan.,The answer is Burkina Faso.,True,True,True,True,True
3781fb32a67437b86bb634d932871333266f7556a87a6a5408bd4497fbbffe11,OO-OS-SO-SS,What is the capital of Russia?,Moscow,Mobaye,The answer is Moscow.,The answer is Mobaye.,True,True,True,True,True
3785b0bc93a5df76ab581fcc6b69451104d9af5659707e6ca999f5ff11c3c780,OO-OS-SO-SS,What color is Doncaster Rovers F.C.?,red,white,The answer is red.,The answer is white.,True,True,True,True,True
379472c0cc5a08247c86b7d1c5a4d1e3b19a555350c9cc4c616791d900cd5d40,OO-OS-SO-SS,Who was the composer of One of These Days?,Nick Mason,Alex da Kid,The answer is Nick Mason.,The answer is Alex da Kid.,True,True,True,True,True
379711d2ae1128cda1012911a38c5e0e2326456517a7401aca16c707ea7add64,OO-OS-SO-SS,Who was the producer of Them!?,Warner Bros.,Tom Cruise,The answer is Warner Bros..,The answer is Tom Cruise.,True,True,True,True,True
37a1a0bc9d88bf48e027f3ae270d20b17271d3f794871d93dbef131f41d404b7,OO-OS-SO-SS,What genre is The Splatters?,puzzle video game,adventure game,The answer is puzzle video game.,The answer is adventure game.,True,True,True,True,True
37a2ebcbc3f339181fdaf2843ccb4e2dbe02e129bb3115ae831f442bc594f19a,OO-OS-SO-SS,Who was the director of Unidentified?,Rich Christiano,Chris Landreth,The answer is Rich Christiano.,The answer is Chris Landreth.,True,True,True,True,True
37a923c43654cdb8ceff5a9c11d57e61ae23e0583cd2970cf62164e08a69f479,OO-OS-SO-SS,Who is the author of Crow?,Ted Hughes,Lois McMaster Bujold,The answer is Ted Hughes.,The answer is Lois McMaster Bujold.,True,True,True,True,True
37ac7c2cacd8f5cb5db66121c3264917eba184e4d3e3eedda1197742a914628a,OO-OS-SO-SS,Who is the father of Jacob?,Isaac,Milan I Obrenović,The answer is Isaac.,The answer is Milan I Obrenović.,True,True,True,True,True
37afc84d05b0984d0ac5030db0546cb84635eecdf0ac91ff2e253c4f9225042e,OO-OS-SO-SS,In what country is Waterfall?,Ireland,Germany,The answer is Ireland.,The answer is Germany.,True,True,True,True,True
37b46287f7cb692598875bfef2be1598129e5925fb68ae1ca18b6466c276a236,OO-OS-SO-SS,What is the religion of Mohamed Said Ramadan Al-Bouti?,Sunni Islam,Judaism,The answer is Sunni Islam.,The answer is Judaism.,True,True,True,True,True
37b794315da4173b4e8af42f210adbda24c4615804bc31edd163ce956f9205cd,OO-OS-SO-SS,Who was the director of The Promotion?,Steven Conrad,Dan Attias,The answer is Steven Conrad.,The answer is Dan Attias.,True,True,True,True,True
37c3878a3dd589792d6c4b60b9fac611f9efe68defcd7b49cb16334e42db190f,OO-OS-SO-SS,Who was the screenwriter for Island?,Paul Cox,Steven Spielberg,The answer is Paul Cox.,The answer is Steven Spielberg.,True,True,True,True,True
37c44c41652a363db37ecb64f5e26f1117701647419dad18ea0d39be08fe15f2,OO-OS-SO-SS,What is Sydney the capital of?,New South Wales,Hughes County,The answer is New South Wales.,The answer is Hughes County.,True,True,True,True,True
37d648d304fefbeefb523fe771b799c0235f71fc0ee27cab7c7c07f4646579bc,OO-OS-SO-SS,Who was the director of Room?,Lenny Abrahamson,Wolfgang Petersen,The answer is Lenny Abrahamson.,The answer is Wolfgang Petersen.,True,True,True,True,True
37f86c502623a89ff85e32f5d0e19f4a943555a73e1c36ce8abd12323906ac1b,OO-OS-SO-SS,What genre is Light Years?,pop music,pop punk,The answer is pop music.,The answer is pop punk.,True,True,True,True,True
37ffe4697bcd3dff75b01802e612f5d3a11fe19f33ce2090229fcc360205ddf9,OO-OS-SO-SS,In what country is Brooks?,United States of America,Paraguay,The answer is United States of America.,The answer is Paraguay.,True,True,True,True,True
3804c51390c9072e83a9f3595250f7f1d83ecb8d652928dabf262cf918ace40d,OO-OS-SO-SS,What genre is A Painted House?,legal thriller,documentary film,The answer is legal thriller.,The answer is documentary film.,True,True,True,True,True
38367498d60e3d00a87199f622aff2a84ef1a3012dcc2cb6185e9b1428b0d899,OO-OS-SO-SS,Who was the director of The East is Red?,Ching Siu-tung,Wang Shuo,The answer is Ching Siu-tung.,The answer is Wang Shuo.,True,True,True,True,True
383f513f3be5bda80848c0440a159ef800f94a22ade728b55ad8861bb57818cd,OO-OS-SO-SS,In what city was Manon born?,Bern,Stamford,The answer is Bern.,The answer is Stamford.,True,True,True,True,True
385a30a1578060e5c6be6a71c4308a6649799bae32a310b748a24062ea557ee1,OO-OS-SO-SS,Who was the screenwriter for Top Five?,Chris Rock,Jacques Audiard,The answer is Chris Rock.,The answer is Jacques Audiard.,True,True,True,True,True
3883d4fcdf7af64c04f017a2c19a59e43a2a025a7f1e5503d82c8d975ef0ef7d,OO-OS-SO-SS,Who was the director of Victory?,Vsevolod Pudovkin,Amber Benson,The answer is Vsevolod Pudovkin.,The answer is Amber Benson.,True,True,True,True,True
3886ac7b44340c87f5e1b5c240da2a405ae1f7b5f6b89db6931618a3475bac71,OO-OS-SO-SS,What genre is In the Dark?,reggae,platform game,The answer is reggae.,The answer is platform game.,True,True,True,True,True
38a47261501f133f7f6dbe49111033f1773a83856115a65b349df299de48792e,OO-OS-SO-SS,What sport does Siavash Yazdani play?,association football,American football,The answer is association football.,The answer is American football.,True,True,True,True,True
38af7cfe27a64418a779bc0552f74a84248389b155c1854bdac3cdb3d500ba0f,OO-OS-SO-SS,In what country is Seton Hall Preparatory School?,United States of America,Germany,The answer is United States of America.,The answer is Germany.,True,True,True,True,True
38de55eddb3245f43b62a48b86c0a41a660d190af3c8c7dba76c58feec1485e0,OO-OS-SO-SS,In what country is 112th United States Colored Infantry?,United States of America,Poland,The answer is United States of America.,The answer is Poland.,True,True,True,True,True
39040b572182da5152ae4eb854ffbd84dc5c1e2902114cbb61af05be69cb6dec,OO-OS-SO-SS,In what city was Vladimir Korotkov born?,Moscow,Eureka,The answer is Moscow.,The answer is Eureka.,True,True,True,True,True
396afed58471d854b02e8aa39d595dbf9aae61fed782bfe2a325aae4efe545f0,OO-OS-SO-SS,Who is the author of The Little Prince?,Antoine de Saint-Exupéry,Sam Shepard,The answer is Antoine de Saint-Exupéry.,The answer is Sam Shepard.,True,True,True,True,True
398ff1d1cdb3b3f1abc96a61652dd6487c0d7c4759b28117f214086f382b52fe,OO-OS-SO-SS,Who was the producer of Monkeybone?,Sam Hamm,Lawrence Turman,The answer is Sam Hamm.,The answer is Lawrence Turman.,True,True,True,True,True
39a0948d33c6a1214ca29cc069ad74d6eee668b8d0c8b2060fca4baef31a7ce0,OO-OS-SO-SS,Who was the screenwriter for The Naked Island?,Kaneto Shindō,Chris Carter,The answer is Kaneto Shindō.,The answer is Chris Carter.,True,True,True,True,True
39cf3c12c52771a987ce3afc636c0c32b242dc45822a2920208d529c002246bc,OO-OS-SO-SS,Who was the producer of The Battle?,Victor Tourjansky,Butch Vig,The answer is Victor Tourjansky.,The answer is Butch Vig.,True,True,True,True,True
39d2bcf2a0586f75d8b5f693367a16bc5bb226dd6240ca2c871a3c34e6797cbe,OO-OS-SO-SS,Who was the screenwriter for Army Daze?,Michael Chiang,Mike Leigh,The answer is Michael Chiang.,The answer is Mike Leigh.,True,True,True,True,True
39df660e824b1b3f9eebfe92bdef1cecfdee8d6cef6dffbdcf29313a7d853895,OO-OS-SO-SS,What is Robert Lewis's occupation?,politician,physician,The answer is politician.,The answer is physician.,True,True,True,True,True
39e68fe59d5ffc65dc8c3ddb5361511b1a6a060ff75773a282185475e24a4354,OO-OS-SO-SS,What genre is Glass?,documentary film,science fiction,The answer is documentary film.,The answer is science fiction.,True,True,True,True,True
39fee949de2c6d7a97542750f2695e8b38952cf038eb3fb7498084b7bee160ff,OO-OS-SO-SS,In what city was Moon Joo-won born?,South Korea,Quebec City,The answer is South Korea.,The answer is Quebec City.,True,True,True,True,True
39ff1ad5b485b84262224f72f59c33e1f350933388c965107e2af2ddb22da27c,OO-OS-SO-SS,What is Como the capital of?,Province of Como,Khalji dynasty,The answer is Province of Como.,The answer is Khalji dynasty.,True,True,True,True,True
3a0e43671d004136d627c9edd8a3ee8d5cb387130268fd423dcf66d4e4913272,OO-OS-SO-SS,In what city was Christos Mitsis born?,Marousi,Russian Empire,The answer is Marousi.,The answer is Russian Empire.,True,True,True,True,True
3a23c5986cb7f388f36960556dc7355c1010439d2020f77767310068014625e0,OO-OS-SO-SS,Who is the author of Saturday?,Ian McEwan,Suelette Dreyfus,The answer is Ian McEwan.,The answer is Suelette Dreyfus.,True,True,True,True,True
3a381a954fd82e0704f8e2a8f01b0dd8b3fbe074b9611bea0841e37267ed3632,OO-OS-SO-SS,What sport does Archie Needham play?,association football,basketball,The answer is association football.,The answer is basketball.,True,True,True,True,True
3a3b1bee19b297a08ad8dab4f8dccab9b1fe08d13c6990e3845468b3a8cd77c5,OO-OS-SO-SS,Who is the author of Tom Sawyer Abroad?,Mark Twain,A. R. Gurney,The answer is Mark Twain.,The answer is A. R. Gurney.,True,True,True,True,True
3a3f9a5756ade690f4570ef4c9437d3cf5cc6150b799a4845b0f1a71d2459168,OO-OS-SO-SS,Who is the author of Assumption?,Samuel Beckett,Don DeLillo,The answer is Samuel Beckett.,The answer is Don DeLillo.,True,True,True,True,True
3a4819a606eb574aa062429843de8c9ee354285c54a45804237c0d47b1695c13,OO-OS-SO-SS,Who was the screenwriter for The Calm?,Jerzy Stuhr,Frank Cottrell-Boyce,The answer is Jerzy Stuhr.,The answer is Frank Cottrell-Boyce.,True,True,True,True,True
3a5ed6f2f3e0599cb5ead37d44ab8ed6aa19cef4d9537fcb0c79324d3040b5bc,OO-OS-SO-SS,Who was the screenwriter for The Notebook?,Jan Sardi,Bob Gale,The answer is Jan Sardi.,The answer is Bob Gale.,True,True,True,True,True
3a683ea4a35ec3ed4cb5df0bd5ec15615f75e06d4c8231c861675af1c486d354,OO-OS-SO-SS,Who is the father of Princess Yamanobe?,Tenji,Oedipus,The answer is Tenji.,The answer is Oedipus.,True,True,True,True,True
3a757e1508db824ea38348245b14bcf5474f69aaec372587571027064a75c694,OO-OS-SO-SS,Who is the father of Aun?,Jorund,Temmu,The answer is Jorund.,The answer is Temmu.,True,True,True,True,True
3a8b7a75ecbc0ba360a7b14f7a97741ace6251b2e2812c70266cba14848df752,OO-OS-SO-SS,Who is the author of Something Good?,Richard Rodgers,Taslima Nasrin,The answer is Richard Rodgers.,The answer is Taslima Nasrin.,True,True,True,True,True
3a996387f69922ad6788b6bb6297ac9157dac97ce5f4b3993fdcd2e081486812,OO-OS-SO-SS,Who was the screenwriter for Tom Jones?,Henry Fielding,Kiyoshi Kurosawa,The answer is Henry Fielding.,The answer is Kiyoshi Kurosawa.,True,True,True,True,True
3aaa8fea18268b4d40e489f73541d632983abff1fa12fdaf0a53646b2123eb59,OO-OS-SO-SS,In what city was Jim Roland born?,Franklin,Watseka,The answer is Franklin.,The answer is Watseka.,True,True,True,True,True
3ab0a32fb17810e33b1fb592dbb40d65d15a5efa22726ae1dd7ec55ea463b976,OO-OS-SO-SS,In what city was Alexandros Matsas born?,Athens,Paris,The answer is Athens.,The answer is Paris.,True,True,True,True,True
3ab4e173f713d1b7655781413c2586af3a502b456b9c6c9de4627f047c53ad6f,OO-OS-SO-SS,Who was the composer of For You?,Joe Burke,Thurston Moore,The answer is Joe Burke.,The answer is Thurston Moore.,True,True,True,True,True
3acaf29334aa1b050caaf0301ccb8fbc316c0c7d1ca9dadb01418580e5066e14,OO-OS-SO-SS,Who was the composer of Smile?,Charlie Chaplin,Frank Wildhorn,The answer is Charlie Chaplin.,The answer is Frank Wildhorn.,True,True,True,True,True
3ad16b570b2801516059d3efdc5de865b598956c54907c307d27a967f1959391,OO-OS-SO-SS,Who was the director of The Reef?,Robert Allan Ackerman,David Fincher,The answer is Robert Allan Ackerman.,The answer is David Fincher.,True,True,True,True,True
3b204946d81f07a370aa32548023791ebdf242fe3b17761f55b45d653b9059dd,OO-OS-SO-SS,Who is the father of Emperor An of Jin?,Emperor Xiaowu of Jin,Tridu Songtsen,The answer is Emperor Xiaowu of Jin.,The answer is Tridu Songtsen.,True,True,True,True,True
3b32228b78fed1c86fefd9e30784a8a7f86a2ca24fa0556b5b2d98db0ec993ac,OO-OS-SO-SS,Who was the composer of Angel?,Friedrich Hollaender,Henry Russell,The answer is Friedrich Hollaender.,The answer is Henry Russell.,True,True,True,True,True
3b54860cc2d212ab0199ef7272c2f091180362d6a1125207a496c58a499b53c6,OO-OS-SO-SS,What is the capital of Eden?,Penrith,New Delhi,The answer is Penrith.,The answer is New Delhi.,True,True,True,True,True
3b5739e0aec29a638c4927f339c4e5e66dfca44e06bf51a503277157ca554cda,OO-OS-SO-SS,In what city was Margot Shumway born?,Cincinnati,Copenhagen,The answer is Cincinnati.,The answer is Copenhagen.,True,True,True,True,True
3baf53d51acef6c7b40f60b24cb719843b4ad03b7d5a40162a849a9499778cd4,OO-OS-SO-SS,Who was the director of Open House?,David Slade,Rob Bowman,The answer is David Slade.,The answer is Rob Bowman.,True,True,True,True,True
3bbb8f889b3e85d63ab285a985f0f8574087fe1c7c67832d639a257f1a99caa9,OO-OS-SO-SS,What is the religion of Carlos Duarte Costa?,Brazilian Catholic Apostolic Church,Haitian Vodou,The answer is Brazilian Catholic Apostolic Church.,The answer is Haitian Vodou.,True,True,True,True,True
3beb77ea4452cd2ad8600e1a0b5f2358cc58ccfedab4e90107ccc03fe005e1f4,OO-OS-SO-SS,What genre is Say It Again?,country music,trip hop,The answer is country music.,The answer is trip hop.,True,True,True,True,True
3c0a11683ac72d031acd97245fb35aa1936cb5da6f4402eb17599ad62e9add09,OO-OS-SO-SS,Who was the director of Skull Heads?,Charles Band,Avi Nesher,The answer is Charles Band.,The answer is Avi Nesher.,True,True,True,True,True
3c0b4c295cb3ab8093bdf586f31a1a55626315d932dfe3dccbe043f429f7ab8d,OO-OS-SO-SS,What genre is The Once?,traditional music,Western film,The answer is traditional music.,The answer is Western film.,True,True,True,True,True
3c27b82fe5cf1e0fb579d1e3350f06281eca73a225080336de72c39a9a34e496,OO-OS-SO-SS,Who was the screenwriter for Pan?,Henning Carlsen,Peter Hyams,The answer is Henning Carlsen.,The answer is Peter Hyams.,True,True,True,True,True
3c3d691872972754ec6ca831e6feb0751ea23a57499197c379214e693c9a8342,OO-OS-SO-SS,In what country is Neau?,France,Bangladesh,The answer is France.,The answer is Bangladesh.,True,True,True,True,True
3c5a457f63874ed0285f0473601e0c81ec639dfed16c7de2f535471132470e13,OO-OS-SO-SS,What is Ufa the capital of?,Ufimsky District,Viceroyalty of Perú,The answer is Ufimsky District.,The answer is Viceroyalty of Perú.,True,True,True,True,True
3c61c05d9faa11502e36eaae127c9cc87e793f726f73901c4e383ca9db61b529,OO-OS-SO-SS,Who is the author of Skyhigh?,Tsutomu Takahashi,Timothy Findley,The answer is Tsutomu Takahashi.,The answer is Timothy Findley.,True,True,True,True,True
3c783b173bcf3c7645f68066597a164ba5abc6ad5c5f4e67a069c7d0fa17e471,OO-OS-SO-SS,Who is the author of The Wild Duck?,Henrik Ibsen,Pam Gems,The answer is Henrik Ibsen.,The answer is Pam Gems.,True,True,True,True,True
3c7b6154059a665a2bc418b0cddb71dc2e0f954a33dd6c2d2e843c9c106e1074,OO-OS-SO-SS,Who was the director of Pilot?,Brett Ratner,Harry Piel,The answer is Brett Ratner.,The answer is Harry Piel.,True,True,True,True,True
3ca0c620e51125955adc0f14a3e4c49aec1da0a6a7fa3cb2106010c9d9a048a1,OO-OS-SO-SS,What genre is Last Night?,comedy-drama,mystery film,The answer is comedy-drama.,The answer is mystery film.,True,True,True,True,True
3ca826b3fc48c3d49584e72b86058c5a0f88ec7ed5fea9a6fa79112fd125014a,OO-OS-SO-SS,Who was the screenwriter for Empire?,Andy Warhol,Peter Benchley,The answer is Andy Warhol.,The answer is Peter Benchley.,True,True,True,True,True
3cbea6314a1133a28193b194778cd999290498f3e154e28590974b510a3169bb,OO-OS-SO-SS,What genre is The Outfit?,crime film,reality television,The answer is crime film.,The answer is reality television.,True,True,True,True,True
3cc54bebd457730f47c6935cbb33c09461f5f198bbd92e203d620a91e52c1737,OO-OS-SO-SS,Who was the composer of The Witch?,Maurice Ravel,Miles Davis,The answer is Maurice Ravel.,The answer is Miles Davis.,True,True,True,True,True
3cd5791a8676301310460292c70187971d8965960f88da04cf2a4353ec6a9d20,OO-OS-SO-SS,Who was the screenwriter for How to Deal?,Sarah Dessen,Simon Hartog,The answer is Sarah Dessen.,The answer is Simon Hartog.,True,True,True,True,True
3ce38fca6e00c3117f925b2e24292477ccd07ae4651c74f413f0a6b79008c597,OO-OS-SO-SS,Who was the composer of 1984?,Lorin Maazel,Jimmy McHugh,The answer is Lorin Maazel.,The answer is Jimmy McHugh.,True,True,True,True,True
3cf21ffd85f0924c17ed53f54050c5142500186ffb6c9fd2245f8a5a78d85d5b,OO-OS-SO-SS,What is Edo the capital of?,Tokugawa Shogunate,Viceroyalty of Perú,The answer is Tokugawa Shogunate.,The answer is Viceroyalty of Perú.,True,True,True,True,True
3cf43608365dc4d5e8d2dbdabfca0ee1261a62d99151cfbf1a954e9b8981f770,OO-OS-SO-SS,Who was the composer of Seema Tapakai?,Vandemataram Srinivas,Joseph Haydn,The answer is Vandemataram Srinivas.,The answer is Joseph Haydn.,True,True,True,True,True
3cf7717388cd015b198b2c836101fb2473a3e8cacc148ccc74c7c20585928b01,OO-OS-SO-SS,Who was the composer of Virginia?,Saverio Mercadante,Elmer Bernstein,The answer is Saverio Mercadante.,The answer is Elmer Bernstein.,True,True,True,True,True
3d033ccaec233ff1ba3320f450fba9efc3b815f4e692b19a89c752d96fcbf1c8,OO-OS-SO-SS,In what country is Arizona Theatre Company?,United States of America,Poland,The answer is United States of America.,The answer is Poland.,True,True,True,True,True
3d0587965dac8d41d48d3699a8459c7fe792963fd6a23492e64d6f285b692025,OO-OS-SO-SS,Who was the director of The Baby?,Ted Post,Kevin Bray,The answer is Ted Post.,The answer is Kevin Bray.,True,True,True,True,True
3d38066c8732ffd21a0fae67bdc3394cb676b2caeaefda72954f1c2c76b924c3,OO-OS-SO-SS,Who was the director of The Naked Island?,Kaneto Shindō,Lal Jose,The answer is Kaneto Shindō.,The answer is Lal Jose.,True,True,True,True,True
3d69bc7cfff87cdaa33be87b08608caf9dd975dbaeaf93a7bc86d0b07b36793f,OO-OS-SO-SS,Who was the composer of The New Guy?,Ralph Sall,Alan Menken,The answer is Ralph Sall.,The answer is Alan Menken.,True,True,True,True,True
3d706729639413a08185044710e9715c74378b89464aa30bbf993b0edd5f794b,OO-OS-SO-SS,What sport does Jamie White play?,association football,American football,The answer is association football.,The answer is American football.,True,True,True,True,True
3d8764f41aded4cf3ab0244d376bbee53bba422688958ee89340e9a4bf6fe76d,OO-OS-SO-SS,Who is the mother of Dasanavalaya Sorasongkram?,Galyani Vadhana,Themis,The answer is Galyani Vadhana.,The answer is Themis.,True,True,True,True,True
3d9aa4382d90dec1b89131ff111085160d59853a95702403ba2fd457c5a8cfa6,OO-OS-SO-SS,What is Bobby Henon's occupation?,politician,screenwriter,The answer is politician.,The answer is screenwriter.,True,True,True,True,True
