source_group_id,question,r_o,r_s,OO_correct,OS_correct,SO_correct,SS_correct,OO_d_raw,OS_d_raw,SO_d_raw,SS_d_raw
9fb3ba35b4c9be26de8fe444e1d8057bdc8018f5a3c044b453d270a222474319,What type of tissue makes up the brain and the nerves that connect the brain to all parts of the body?,nervous tissue,plant seeds,True,True,True,False,18.2031,-22.2500,-14.6797,-16.7402
a2aed8ae91384128577f7d97b413b47249fa8eea55b7860ee373095c2671a43d,Esters can be formed by heating carboxylic acids and alcohols in the presence of?,an acid catalyst,heterocyclic compounds,True,True,True,True,16.1914,-22.1562,-19.6250,12.0000
a2c1a94c57d112205546cf50db6313a864cb117283441b2d9ceba73cdfdb5d4c,Body movements help circulate the hemolymph by periodically squeezing what?,the sinuses,kinetic energy,True,True,True,False,15.9375,-21.4375,-19.0625,-0.7500
a3a450f9313ceaddb2009d36def5be6496af9497d6dacd33873b70792a7047d7,"Instead of insects, crustaceans are the dominant arthropods in what environment?",marine habitat,microvilli,True,True,True,False,17.4609,-19.8438,-16.5859,-12.9062
a4ae82dae765d416ea2a087fedfefe60d89e5f7da5262c2d1d12fc40956fc27b,Intraspecific competition occurs between members of the same what?,species,aerobic,True,True,True,False,16.8594,-19.5312,-17.5312,-14.6172
a6f1302baac87b0fda4e2648522e2317160e4b5cb7be118bd813d61557cdc3a8,Which glands produce milk after the birth of offspring?,mammary,thermal,True,True,True,False,17.4297,-22.3438,-18.0625,-15.5703
a928a83babef545b9d62a4e50b0120478ba9b641722f710f84539cbcab78933e,What is the main way that wind causes erosion?,abrasion,biomass,True,True,True,False,18.0469,-21.1875,-19.5938,-17.1445
aa0de654a47e927de2c6a19cd70be9c55ef99ca29bcbffadba1426d74621f407,How did seismologists originally measure the intensity of an earthquake?,mercalli scale,impulse,True,True,True,True,15.3594,-20.6875,-18.2031,11.0000
ad1614a31df5db29c425dece10e5666125bf46471cacda20678e408c7751b55b,What occurs whenever an unbalanced force acts on an object?,acceleration,hypodermis,True,True,True,False,16.6484,-22.2500,-15.4141,-11.2812
ad6dc70331b4074cde617f42131d13f1e3c1af0539732fa3690dfd1b4601c772,Polymers can disassemble by the reverse process called what?,hydrolysis,light,True,True,True,True,16.0938,-21.3125,-21.1875,11.5938
aee813e27e89661fc9afd1439ece3bb24fca269c35c599cc759ff24ddab57bef,What is performed to identify disease-causing genes?,genetic testing,methane,True,True,True,False,16.4688,-21.2500,-18.7344,-12.5312
afc87744cffd489b70b9003f8e95ecaa14bf49486ff5c2ba5e5e3cb6da485feb,What is considered to not be a form of precipitation?,fog,carbon dioxide,True,True,True,True,13.7031,-16.6250,-17.7578,16.2656
b0ca1c666147d22f0df1f657e2ad37f82c2dbd72fbee073ecaf339a15bf590b3,The trachea and bronchi are made of incomplete rings of this?,cartilage,webbed,True,True,True,True,14.8672,-20.4375,-20.5312,12.5000
b10e5786ee75f4f3ceb61466f5ae6502ae2ed584a3774015c01efaaac098caeb,Genetic variation produced in sexual life cycles contributes to what process?,evolution,the mesoglea,True,True,True,False,15.1719,-21.7500,-14.5469,-13.3594
bb16e19b3e8abd378a0f469eb8c62aade0d44c020067925db7aa302329933e1f,Chemical digestion couldn't take place without the help of what?,digestive enzymes,input distance,True,True,True,True,15.9844,-21.8438,-19.8750,0.5000
bc9443215df6e659661924bfd50a16aacd685a79178c8e261d1879090e174438,What do we call the study of life and living things?,life science,alteration,True,True,True,False,16.4844,-20.5625,-18.1250,-11.5000
c05526ecb6806b268e9e1896b8832f5831fbeb2e6e65a2642a6efbf9f043656c,At what temperatures do crystals formed by covalent molecular solids melt at?,low,decreases,True,True,True,True,17.5625,-14.8105,-9.0312,15.9121
c0a4432df2163f61270b31abc1cd02b4d758686d3080aac555dab98e4f269c2a,Plants take in carbon dioxide and give off what?,oxygen,melanin,True,True,True,False,16.9141,-22.5938,-15.2656,-18.1406
c491b430b29ef0c7341dc243289a6432e66d64339e24cb28b235957ddf51ea73,Why does the moon evolve around the earth rather than the sun?,stronger gravitational force,chordata,True,True,True,False,17.1250,-21.3750,-19.6250,-12.0312
c505e2cc19abc2f41063f5d37e09bc1a723e9df14647d24a3299b05ef4dc8215,What does a glacier leave behind when it retreats?,bare rock,radioisotopes,True,True,True,True,16.7656,-22.4688,-21.5312,12.2031
c8ded625a3e1509e8f29407e3829f984e30c7a027c73183e023546d735e6a8b0,What is the cartilaginous structure that extends from the pharynx to the primary bronchi?,trachea,light pollution,True,True,True,False,17.5625,-22.5000,-14.6250,-19.2188
c91329e2685632636eaaab9e0a16a9e716884030ecd7ec704d19ad29fe870db6,Prokaryotic cells lack what key structure and other membrane-bound organelles?,nucleus,tributaries,True,True,True,False,15.8984,-20.9062,-15.9844,-15.5195
cac0fa7214cbe64d0ab89e006dbeb1ae517eefeda15cb3aa8bcd8b699fbf7f54,The largest phylum of the animal kingdom is what?,arthropods,antibodies,True,True,True,False,16.7344,-23.0625,-11.3438,-17.3984
cc50a44f4933ce813b8cb212ba62698d3ce88e09c0bbc97b3982ded33080a34b,What kind of symmetry do most adult echinoderms possess?,radial symmetry,aldehydes,True,True,True,False,17.7969,-22.0000,-16.7344,-15.2812
cdb209dfdd30b70226f07ea3b2a1d66934b12cde4d1418a7e0eb8415102cefbf,Oxygen and glucose are both reactants in the process of,cellular respiration,boiling,True,True,True,False,12.3438,-19.4688,-11.5938,-8.5000
ce418392d0f5b3d30a62289bda84082443e573f72af0cb4e771adddf4912a672,What do different soil horizons show different amounts of?,alteration,north and south,True,True,True,True,14.8945,-19.8438,-15.9141,7.1250
cea8b197e0ac37ba00febf6c4e1bde145a44edf5947f2bfb92cd7b0acb1457db,Each female of a particular species can produce millions of these per year?,eggs,photosynthesis,True,True,True,False,14.8906,-22.5625,-16.5156,-11.8125
d0d48352cdbd19507f0a552246d2a2168bc1dfc2e3863af994305ead2aae7dd3,"Two plates may slide past each other in opposite directions, this is called what?",transform plate boundary,galactic center,True,True,False,False,16.8594,-21.2500,3.7500,-16.6875
d0dedac3786f3c50237add4d7bfb2121d310f476830a81ea6feb08305f5cf3e2,"The insect reaches full size, acquires wings, and becomes sexually mature after what final stage?",molt,plate boundaries,True,True,True,False,13.0312,-21.4688,-20.0312,-17.7305
d31bdff62a5431cefbafc1ddcca80f33a7b9e4e9d9f4bde3097e57f2a64305ba,What is the name of matter that mechanical wave energy can only travel through?,medium,mutations,True,True,False,False,16.1484,-23.3125,4.2500,-11.7812
d35369d23dcfca940802e819edbb63fe588d8bcdb32d728cabfe82a68292ab6a,Amylose and amylopectin are the two most common components of naturally occurring what?,starch,three,True,True,True,True,15.1367,-18.2812,-13.8594,14.7109
d35de5394da8e8af12e0fa779b01cf8497c1cc6f87f64264f948bc187b357d73,What is the pattern of spacing among individuals within the boundaries of the population?,dispersion,dehydration synthesis reaction,True,True,True,False,16.6328,-23.1562,-15.9922,-10.5625
d3f802c5c147cd1fb842715b1ad21f6f8e9faa2d9d00ce60d1fce94c4304ff1e,What are the most abundant source of energy found in most foods?,carbohydrates,darwin,True,True,True,False,17.9688,-21.3125,-20.0000,-9.6875
d4241ccb0b12c49180c5b46a1c5f7c5fe602cec9b4deb75282437541050b5fcb,What do you call the angle at which waves strike a wall?,angle of incidence,bacteria,True,True,False,False,17.3281,-22.2812,0.6875,-12.8125
d716b45450cc92f0207e397647f2e955120b268a9c3a06f632f6beb374da68a3,Excess dietary fat is stored as triglycerides in the body. what type of tissue is used to store the triglycerides?,adipose,electrons,True,True,True,False,17.3438,-23.2188,-15.0342,-17.9531
d7bf00bba92da939b45008d97af6b4c84e6278724e013e42d7b4e27c38110458,What is the term for a partial degradation of glucose without the use of oxygen?,fermentation,myoglobin,True,True,True,True,16.9531,-22.4062,-14.7812,10.9844
d9c7c3a3d62120d82c1b75cbfaa8055c1c35fc78cc555030391d0f1e55c6d7cb,"In projectile motion, the horizontal displacement of an object is called its what?",range,raises it,True,True,True,False,17.0469,-20.9688,-17.4688,-14.9688
db2cc1ea75160c34bce816a645a9c82d6f0612c69f4ddc628944665334960a3c,What do we use to keep track of electric potential energy?,voltage,amino acids,True,True,True,False,17.2188,-21.4688,-18.7031,-11.8750
dbc748607fd562ae9060d46dab8422056efb10dc54a5f2c8b485d3a6bc8711fe,"Radioactive isotopes have the same chemical properties as stable isotopes of the same element. still, how is radioactive isotope different from stable isotopes?",they emit radiation,motion,True,True,True,False,19.3906,-21.1250,-12.5938,-12.4062
df92f58df4cc2c2dbde60b361c69ab0eb8f2334109a3b3b00348f897e9ca68f9,Ammonium nitrate and ammonium sulfate are used in fertilizers as a source of what?,nitrogen,bond energy,True,True,True,False,16.6152,-22.6250,-5.0625,-13.5625
e08e53f8618d77cfcb833bf74cc19624c1264d5c4f951bdc414d285aef892c2a,"Over time, heavy metals build up in the tissues of organisms by what process?",bioaccumulation,density,True,True,True,True,16.3359,-21.6250,-18.7031,2.9375
e13bf18f90782e12eff5b2a82e34a23f4c3da60257463a6615bef523cd15e752,What is another term for flagella?,pseudopods,air pressure,True,True,True,False,13.0625,-19.0000,-19.5625,-10.3125
e4af26a75545582e1ab872948ff9db6323497b6d05be6c0051b7211af10f7fd1,"Fragmentation with subsequent regeneration is a method of what, exhibited by animals such as sea stars?",asexual reproduction,amino acids,True,True,True,False,16.0352,-19.9688,-19.2812,-11.7500
eae655db4698b26b8506484e3d2964ae122201a1fc6e1efb5f1c16cdc3b64049,What is the name for the process of insects transforming from a young insect to an adult?,metamorphosis,matter,True,True,True,False,16.4844,-21.8750,-8.2500,-16.9258
eb6704eeee9a9abba2fc2f51151204c4a573f0e711c727c3beb28b780a34780c,Water waves act as a mix of longitudinal and what other kind of wave?,transverse wave,conducting electricity,True,True,True,False,17.7344,-20.4688,-6.5000,-10.8438
eb7109e266e4b82c5c40e57d34e79d881672c52b72920bfbadaae2073c969552,"Stem cells are unspecialized cells that can reproduce themselves via cell division, sometimes after years of inactivity. under certain conditions, they may differentiate into tissue-specific or organ-specific cells with special these?",functions,carbon,True,True,True,False,12.3750,-19.9531,-17.9453,-13.4062
ec40f07be49219f365f3c31b8e4fc0335a4215a20a4ad5fe8f4ba7470503754c,What term refers to a list of the elements that will replace the ones below them in single-replacement reactions?,activity series,cell membrane,True,True,True,False,16.0625,-22.4375,-16.3438,-16.6367
ec74e741d6422e5050b1abd86d31b39929eb5b8549360b4faa0a63f9262b539d,"What process is the synthesis of glucose from pyruvate, lactate and glycerol?",gluconeogenesis,intestinal flora,True,True,False,True,17.0781,-21.5625,2.8125,5.5000
ec9503c6deb0e6d6538ee9b707aa7fc898aef19d75519ddf35fe549597da80a1,What type of evolution happens when two species evolve the same traits?,convergent,cloacal bladder,True,True,True,True,17.6250,-20.8750,-15.6250,11.4688
eed93994a6adad820f6549e6e20cbe93f64f0060a52d3af8e31077710e1a77fe,What series of reactions is common to fermentation and cellular respiration?,glycolysis,intestinal flora,True,True,True,False,15.7656,-22.3750,-11.6875,-12.6250
ef98391de8f801b35fcec12d7b524a0be5c766b9c84d2e36603c105dbd8f7116,How much of its alleles does a plant pass on when it reproduces sexually?,half,carbon dioxide,True,True,True,False,16.2812,-22.0938,-13.7422,-13.7500
ef9b265b3c0689deea4d6347e77e250fbb72b3d5b45768806264de9005b7c3e8,What part of vertebrates integrates the endocrine and nervous systems?,the hypothalamus,simple machines,True,True,True,False,17.6719,-21.5312,-17.3594,-14.8906
efdaacba8f4a5c0d58c0adb6ee32c5c86d760cdb66eda6c7f7d5f2f338b4caa5,What type of energy is the energy stored in an object due to its position?,potential energy,thermal,True,True,True,False,17.9531,-21.0625,-14.6875,-15.7236
f04c5f9198427ddb50a413ef41e9cf3d877b8ffdfa63e3349044daa372bb226c,What does k stand for on the periodic table?,potassium,suspension feeders,True,True,True,False,17.1172,-21.4688,-16.9062,-16.4521
f1db4d3c9b7d73d26d303534a6845276c17c7181324656367b0f21f9cb9a7bc9,"All the bones of the skull, except for the mandible, are joined to each other by a fibrous joint called what?",suture,population growth,True,True,True,False,17.4375,-22.0938,-14.4277,-18.2344
f20304d9829cd1ebda2d497ee0dd5a79bdc7f93d34b68baddcb228e99b81ebbe,What are all living things on earth formed of?,carbon compounds,termination,True,True,True,False,18.1562,-18.5000,-19.9688,-10.5625
f2a0372b48ecb146721a5a97015730fd57d998767bee00a9570618d5b4a15334,What is the term for a disease in which the immune system makes an inflammatory response to a harmless antigen?,allergy,mosses,True,True,False,False,18.4062,-22.5938,0.8750,-18.2031
f37d2a4996b7b5ce70513d5a92bdd7b0e05be64b6c08b51aa368154fcfad91c4,"Typically, what feature of an angiosperm has four main parts known as the calyx, corolla, androecium, and gynoecium?",flower,raise sea levels,True,True,True,False,14.7656,-21.5312,-13.1406,-18.8438
f524e071bcf08ff1baad251f50a7a97999375742cfa6dd57e94b8aa3a1ceaa04,"When a hypothesis is repeatedly confirmed, what can it then become?",theory,solid,True,True,True,True,15.2539,-18.5469,-20.1562,10.8125
f538e6d9e25af7fa03c2210f1b0ef02f8ee12550bee0b32a4bd212ba68e29d94,What collect sunlight on the roof of a house for energy?,solar panels,cells,True,True,True,True,16.5391,-15.3125,-13.6562,17.1250
f6de5c13ed4fd11307e97176a4d61e5186ee5234eb6a25331341e4aa82d86287,"What organ has four major regions: the cerebrum, the diencephalon, the stem, and the cerebellum?",brain,tidal volume,True,True,False,False,15.5117,-21.6875,3.9375,-18.0664
f6e1ffc35259211e4c898f01fc2d43df8802b8a13c1581735a278c681e67bc92,What two things are excess proteins converted into?,glucose or triglycerides,chemical reactions,True,True,True,True,17.5312,-19.3750,-18.4688,14.7095
f792425150ef401049f0567570e52700cf4a65c670dbc40e2987e227ad7b818c,Protein molecules are made up of chains of small molecules made up of what kinds of acids?,amino acids,light,True,True,True,False,17.6562,-20.9375,-16.8438,-15.4863
f8a29966fb2123d58aa5371a0d5ef847b77b0d3a3efbd0e38dc667d80aa3db54,"Rems, rads, and curies are all used to measure what?",radioactivity,photosphere,True,True,True,False,14.2500,-21.4688,-14.2266,-16.3555
fa86e109c063366a399a71e8f1b5d56e1cd7ca60dcb9782a5c568d18bc8838d8,What is the name of the effect that causes air masses to move on a diagonal?,the coriolis effect,brain,True,True,True,False,16.9531,-20.5000,-19.6875,-1.1250
fb5830d3a45b1646a07299fbfcfec7df52b57bf6253116db62f1d7c0ad326c2b,Cellular innate defenses in vertebrates also involve natural killer what?,cells,greater,True,True,True,True,14.8906,-19.6562,-16.5781,6.0000
fb5af5f7dd217463205da05462b43b882bc5694f0971c8bf093ea12e349625a6,What is the physical breakdown of chunks of food into smaller pieces?,mechanical digestion,tides,True,True,True,False,15.2344,-21.6562,-15.5488,-17.2344
fe8d6ea33b2967974ed5d5bb87deaec20c56d3847aeb51fca31b56797035a3a8,The small amount of energy input necessary for all chemical reactions to occur is called what?,activation energy,exhalation,True,True,True,False,18.0938,-23.1562,-15.4375,-13.8438
