template,source_group_id,cell,question,reference,candidate,expected_label,l_A,l_B,d_raw,p_accept_raw,predicted_label,correct
T3,87f8c0fd0b06dd3ec294b9dd1326d4154e4e63e85e0d9c6abca67da45ad29605,OS,"What are the substances that the body needs for energy, building materials, and control of body processes?",nutrients,convex,B,-6.625,16.5,-23.125,9.056076988852741e-11,B,True
T3,87f8c0fd0b06dd3ec294b9dd1326d4154e4e63e85e0d9c6abca67da45ad29605,SO,"What are the substances that the body needs for energy, building materials, and control of body processes?",convex,nutrients,B,5.46875,17.0,-11.53125,9.818326983657703e-06,B,True
T3,87f8c0fd0b06dd3ec294b9dd1326d4154e4e63e85e0d9c6abca67da45ad29605,SS,"What are the substances that the body needs for energy, building materials, and control of body processes?",convex,convex,A,4.875,18.0,-13.125,1.994729721527057e-06,B,False
T3,895b905fe243a9dd7b626e5d8e0985821bbf640290f5d6837b2433b3780ec4a6,OO,"By maintaining a relatively constant internal environment even when the external environment changes significantly, an animal achieves what?",homeostasis,homeostasis,A,14.9375,-5.0,19.9375,0.9999999978059133,A,True
T3,895b905fe243a9dd7b626e5d8e0985821bbf640290f5d6837b2433b3780ec4a6,OS,"By maintaining a relatively constant internal environment even when the external environment changes significantly, an animal achieves what?",homeostasis,one,B,-3.015625,14.75,-17.765625,1.9252497983544177e-08,B,True
T3,895b905fe243a9dd7b626e5d8e0985821bbf640290f5d6837b2433b3780ec4a6,SO,"By maintaining a relatively constant internal environment even when the external environment changes significantly, an animal achieves what?",one,homeostasis,B,13.25,16.125,-2.875,0.05340332979982423,B,True
T3,895b905fe243a9dd7b626e5d8e0985821bbf640290f5d6837b2433b3780ec4a6,SS,"By maintaining a relatively constant internal environment even when the external environment changes significantly, an animal achieves what?",one,one,A,14.8125,-3.546875,18.359375,0.9999999893677608,A,True
T3,89e01c538ebbb197fda81d378cfb9526161fa6370e6b72b1af232bc48d51f4a2,OO,"Each hemisphere of the cerebrum consists of four parts, called what?",lobes,lobes,A,15.875,-5.0625,20.9375,0.9999999991928405,A,True
T3,89e01c538ebbb197fda81d378cfb9526161fa6370e6b72b1af232bc48d51f4a2,OS,"Each hemisphere of the cerebrum consists of four parts, called what?",lobes,solar panels,B,-6.625,16.25,-22.875,1.1628233028868811e-10,B,True
T3,89e01c538ebbb197fda81d378cfb9526161fa6370e6b72b1af232bc48d51f4a2,SO,"Each hemisphere of the cerebrum consists of four parts, called what?",solar panels,lobes,B,13.625,5.46875,8.15625,0.9997131459176125,A,False
T3,89e01c538ebbb197fda81d378cfb9526161fa6370e6b72b1af232bc48d51f4a2,SS,"Each hemisphere of the cerebrum consists of four parts, called what?",solar panels,solar panels,A,14.9375,16.5,-1.5625,0.1732882059293266,B,False
T3,8a997b3cc2c043287907667bd7d69ee45a4c50724967de92fba36f9e4a8076d4,OO,"What are arteries, veins, and capillaries examples of?",blood vessels,blood vessels,A,14.625,-6.0625,20.6875,0.9999999989635868,A,True
T3,8a997b3cc2c043287907667bd7d69ee45a4c50724967de92fba36f9e4a8076d4,OS,"What are arteries, veins, and capillaries examples of?",blood vessels,speed,B,-3.953125,16.125,-20.078125,1.9062554779347717e-09,B,True
T3,8a997b3cc2c043287907667bd7d69ee45a4c50724967de92fba36f9e4a8076d4,SO,"What are arteries, veins, and capillaries examples of?",speed,blood vessels,B,15.0,10.0625,4.9375,0.9928785712542649,A,False
T3,8a997b3cc2c043287907667bd7d69ee45a4c50724967de92fba36f9e4a8076d4,SS,"What are arteries, veins, and capillaries examples of?",speed,speed,A,5.09375,18.0,-12.90625,2.4824800371656583e-06,B,False
T3,8c4e292978fa72f89377d47c958fcb532d76bf1fc00a70f9d4e1966f067c29d5,OO,Glucose that remains in the filtrate of what organ is excreted?,kidney,kidney,A,15.875,-4.46875,20.34375,0.9999999985384231,A,True
T3,8c4e292978fa72f89377d47c958fcb532d76bf1fc00a70f9d4e1966f067c29d5,OS,Glucose that remains in the filtrate of what organ is excreted?,kidney,aldehydes,B,-6.15625,15.25,-21.40625,5.051074179275286e-10,B,True
T3,8c4e292978fa72f89377d47c958fcb532d76bf1fc00a70f9d4e1966f067c29d5,SO,Glucose that remains in the filtrate of what organ is excreted?,aldehydes,kidney,B,-1.2578125,14.0625,-15.3203125,2.2206122116882142e-07,B,True
T3,8c4e292978fa72f89377d47c958fcb532d76bf1fc00a70f9d4e1966f067c29d5,SS,Glucose that remains in the filtrate of what organ is excreted?,aldehydes,aldehydes,A,10.25,15.9375,-5.6875,0.0033766123817395004,B,False
T3,8e63f950b177c6f1acee25e35005d2a081fbdc51abe07d934642ad1e7b23256b,OO,What do we call the microflora that aid in the digestion process?,intestinal flora,intestinal flora,A,14.5625,-5.09375,19.65625,0.9999999970933076,A,True
T3,8e63f950b177c6f1acee25e35005d2a081fbdc51abe07d934642ad1e7b23256b,OS,What do we call the microflora that aid in the digestion process?,intestinal flora,alloys,B,-5.15625,16.0,-21.15625,6.48570762683418e-10,B,True
T3,8e63f950b177c6f1acee25e35005d2a081fbdc51abe07d934642ad1e7b23256b,SO,What do we call the microflora that aid in the digestion process?,alloys,intestinal flora,B,7.5,16.625,-9.125,0.00010889691002655445,B,True
T3,8e63f950b177c6f1acee25e35005d2a081fbdc51abe07d934642ad1e7b23256b,SS,What do we call the microflora that aid in the digestion process?,alloys,alloys,A,3.53125,17.625,-14.09375,7.571149413053982e-07,B,False
T3,8fce14c379feba472876fb2aa26bac14c2f1373c3764020af2347decdd813f21,OO,What pigment do slow fibers contain?,myoglobin,myoglobin,A,15.75,-3.859375,19.609375,0.9999999969538125,A,True
T3,8fce14c379feba472876fb2aa26bac14c2f1373c3764020af2347decdd813f21,OS,What pigment do slow fibers contain?,myoglobin,gas,B,-4.96875,15.4375,-20.40625,1.3730243143805986e-09,B,True
T3,8fce14c379feba472876fb2aa26bac14c2f1373c3764020af2347decdd813f21,SO,What pigment do slow fibers contain?,gas,myoglobin,B,-4.25,14.125,-18.375,1.0467401685178159e-08,B,True
T3,8fce14c379feba472876fb2aa26bac14c2f1373c3764020af2347decdd813f21,SS,What pigment do slow fibers contain?,gas,gas,A,17.375,14.8125,2.5625,0.9284088005554476,A,True
T3,9015a63195c2e27cd74439ad9d40649115256058f8218ba88e280ff140087102,OO,What is the volume of air inhaled and exhaled with each breath called?,tidal volume,tidal volume,A,14.375,-6.0,20.375,0.9999999985833912,A,True
T3,9015a63195c2e27cd74439ad9d40649115256058f8218ba88e280ff140087102,OS,What is the volume of air inhaled and exhaled with each breath called?,tidal volume,electric circuit,B,-7.3125,16.75,-24.0625,3.5464107046484124e-11,B,True
T3,9015a63195c2e27cd74439ad9d40649115256058f8218ba88e280ff140087102,SO,What is the volume of air inhaled and exhaled with each breath called?,electric circuit,tidal volume,B,6.59375,16.25,-9.65625,6.402006410383949e-05,B,True
T3,9015a63195c2e27cd74439ad9d40649115256058f8218ba88e280ff140087102,SS,What is the volume of air inhaled and exhaled with each breath called?,electric circuit,electric circuit,A,5.59375,17.875,-12.28125,4.637873297353725e-06,B,False
T3,9272c3b8d12a64ff6030063a0a5ddeb2ebac32976a533c022723bb2a8743d4d2,OO,What happens to a cell's efficiency as it grows in size?,decreases,decreases,A,15.25,-6.46875,21.71875,0.9999999996304556,A,True
T3,9272c3b8d12a64ff6030063a0a5ddeb2ebac32976a533c022723bb2a8743d4d2,OS,What happens to a cell's efficiency as it grows in size?,decreases,face and ears,B,-5.0625,16.25,-21.3125,5.54751971341519e-10,B,True
T3,9272c3b8d12a64ff6030063a0a5ddeb2ebac32976a533c022723bb2a8743d4d2,SO,What happens to a cell's efficiency as it grows in size?,face and ears,decreases,B,-2.484375,13.4375,-15.921875,1.2167952147193295e-07,B,True
T3,9272c3b8d12a64ff6030063a0a5ddeb2ebac32976a533c022723bb2a8743d4d2,SS,What happens to a cell's efficiency as it grows in size?,face and ears,face and ears,A,6.65625,17.75,-11.09375,1.5206840370677114e-05,B,False
T3,92aafe1dda864da442bd8a0884ef9728e8135620225fa175ec14144edffec931,OO,What is the term for the change in momentum vector?,impulse,impulse,A,14.6875,-5.09375,19.78125,0.9999999974348528,A,True
T3,92aafe1dda864da442bd8a0884ef9728e8135620225fa175ec14144edffec931,OS,What is the term for the change in momentum vector?,impulse,ethmoid,B,-6.0,16.5,-22.5,1.6918979223288784e-10,B,True
T3,92aafe1dda864da442bd8a0884ef9728e8135620225fa175ec14144edffec931,SO,What is the term for the change in momentum vector?,ethmoid,impulse,B,-1.09375,15.875,-16.96875,4.2713532663688746e-08,B,True
T3,92aafe1dda864da442bd8a0884ef9728e8135620225fa175ec14144edffec931,SS,What is the term for the change in momentum vector?,ethmoid,ethmoid,A,15.9375,5.5,10.4375,0.9999706884614404,A,True
T3,955271f457a865b6538de58e05ec976217c17a96cc31ccb2c72e86fe77e6cce0,OO,What force makes objects seem lighter in water?,buoyant,buoyant,A,14.5625,-4.03125,18.59375,0.9999999915892065,A,True
T3,955271f457a865b6538de58e05ec976217c17a96cc31ccb2c72e86fe77e6cce0,OS,What force makes objects seem lighter in water?,buoyant,glycolysis,B,-7.53125,15.5,-23.03125,9.946154786252077e-11,B,True
T3,955271f457a865b6538de58e05ec976217c17a96cc31ccb2c72e86fe77e6cce0,SO,What force makes objects seem lighter in water?,glycolysis,buoyant,B,-3.0,15.8125,-18.8125,6.758262498631447e-09,B,True
T3,955271f457a865b6538de58e05ec976217c17a96cc31ccb2c72e86fe77e6cce0,SS,What force makes objects seem lighter in water?,glycolysis,glycolysis,A,6.28125,17.0,-10.71875,2.212566909570261e-05,B,False
T3,9605a6042a7f9978526d1a45d4d230805e7843b08bcf7d058bbf8d93fcdc7147,OO,"A wheel with a rope wrapped around it, hanging over a building, is an example of what type of machine?",pulley,pulley,A,14.625,-5.65625,20.28125,0.9999999984441597,A,True
T3,9605a6042a7f9978526d1a45d4d230805e7843b08bcf7d058bbf8d93fcdc7147,OS,"A wheel with a rope wrapped around it, hanging over a building, is an example of what type of machine?",pulley,multicellular female gametophytes,B,-6.15625,16.375,-22.53125,1.6398436956711613e-10,B,True
T3,9605a6042a7f9978526d1a45d4d230805e7843b08bcf7d058bbf8d93fcdc7147,SO,"A wheel with a rope wrapped around it, hanging over a building, is an example of what type of machine?",multicellular female gametophytes,pulley,B,1.2421875,16.625,-15.3828125,2.0860721471690658e-07,B,True
T3,9605a6042a7f9978526d1a45d4d230805e7843b08bcf7d058bbf8d93fcdc7147,SS,"A wheel with a rope wrapped around it, hanging over a building, is an example of what type of machine?",multicellular female gametophytes,multicellular female gametophytes,A,3.15625,17.75,-14.59375,4.5921356162867124e-07,B,False
T3,991e13498e76b0fa28ad7f9a37a2033c1dcd871ee5f9c8a0a038797010bc4e6f,OO,Which scale measures acids and bases and has 7 as a neutral value?,ph,ph,A,14.5,-4.8125,19.3125,0.9999999959009065,A,True
T3,991e13498e76b0fa28ad7f9a37a2033c1dcd871ee5f9c8a0a038797010bc4e6f,OS,Which scale measures acids and bases and has 7 as a neutral value?,ph,a seed,B,-5.84375,15.3125,-21.15625,6.48570762683418e-10,B,True
T3,991e13498e76b0fa28ad7f9a37a2033c1dcd871ee5f9c8a0a038797010bc4e6f,SO,Which scale measures acids and bases and has 7 as a neutral value?,a seed,ph,B,-2.890625,14.125,-17.015625,4.0757537674506e-08,B,True
T3,991e13498e76b0fa28ad7f9a37a2033c1dcd871ee5f9c8a0a038797010bc4e6f,SS,Which scale measures acids and bases and has 7 as a neutral value?,a seed,a seed,A,15.8125,8.0625,7.75,0.9995694429186754,A,True
T3,996c03db13b8afd1e8707f383cef74de8100202bf05fe3c73c48798528923df0,OO,Most protein antigens require signals from helper t cells (th2) to proceed to make what?,antibody,antibody,A,15.6875,-4.90625,20.59375,0.999999998861723,A,True
T3,996c03db13b8afd1e8707f383cef74de8100202bf05fe3c73c48798528923df0,OS,Most protein antigens require signals from helper t cells (th2) to proceed to make what?,antibody,vesicle coats,B,-5.84375,15.9375,-21.78125,3.471549130342153e-10,B,True
T3,996c03db13b8afd1e8707f383cef74de8100202bf05fe3c73c48798528923df0,SO,Most protein antigens require signals from helper t cells (th2) to proceed to make what?,vesicle coats,antibody,B,-3.234375,14.5625,-17.796875,1.866016090339292e-08,B,True
T3,996c03db13b8afd1e8707f383cef74de8100202bf05fe3c73c48798528923df0,SS,Most protein antigens require signals from helper t cells (th2) to proceed to make what?,vesicle coats,vesicle coats,A,16.5,4.625,11.875,0.9999930377437499,A,True
T3,9a48b8a8d35c10c9696fa88651a5e839600948a47294a46721caa270613cc5cd,OO,Relative humidity is related to the partial pressure of what in the air?,water vapor,water vapor,A,16.0,-6.40625,22.40625,0.9999999998141813,A,True
T3,9a48b8a8d35c10c9696fa88651a5e839600948a47294a46721caa270613cc5cd,OS,Relative humidity is related to the partial pressure of what in the air?,water vapor,stronger,B,-3.828125,14.875,-18.703125,7.539386626249303e-09,B,True
T3,9a48b8a8d35c10c9696fa88651a5e839600948a47294a46721caa270613cc5cd,SO,Relative humidity is related to the partial pressure of what in the air?,stronger,water vapor,B,14.375,9.25,5.125,0.9940889311437562,A,False
T3,9a48b8a8d35c10c9696fa88651a5e839600948a47294a46721caa270613cc5cd,SS,Relative humidity is related to the partial pressure of what in the air?,stronger,stronger,A,14.25,3.75,10.5,0.9999724643088853,A,True
T3,9a95b89b7aed4069296c76ff091de2e4b363583c73a648a5c37edbc80ebe97ee,OO,"What kind of model - which includes producers, consumers and decomposers - shows the interactions between organisms across trophic levels?",food web,food web,A,14.625,-4.78125,19.40625,0.9999999962677331,A,True
T3,9a95b89b7aed4069296c76ff091de2e4b363583c73a648a5c37edbc80ebe97ee,OS,"What kind of model - which includes producers, consumers and decomposers - shows the interactions between organisms across trophic levels?",food web,atomic energy levels,B,-6.8125,15.8125,-22.625,1.493094675974231e-10,B,True
T3,9a95b89b7aed4069296c76ff091de2e4b363583c73a648a5c37edbc80ebe97ee,SO,"What kind of model - which includes producers, consumers and decomposers - shows the interactions between organisms across trophic levels?",atomic energy levels,food web,B,6.0,16.75,-10.75,2.144494842091395e-05,B,True
T3,9a95b89b7aed4069296c76ff091de2e4b363583c73a648a5c37edbc80ebe97ee,SS,"What kind of model - which includes producers, consumers and decomposers - shows the interactions between organisms across trophic levels?",atomic energy levels,atomic energy levels,A,2.15625,17.5,-15.34375,2.1691717963671816e-07,B,False
T3,9cd58e1d566fb4441d8b7dbbbe6746c56c82824181c0896e95ccbc243d4f2626,OO,Cancers are caused by a series of what?,mutations,mutations,A,16.125,-5.0625,21.1875,0.9999999993713837,A,True
T3,9cd58e1d566fb4441d8b7dbbbe6746c56c82824181c0896e95ccbc243d4f2626,OS,Cancers are caused by a series of what?,mutations,catabolic and anabolic,B,-7.3125,14.8125,-22.125,2.4616969512093895e-10,B,True
T3,9cd58e1d566fb4441d8b7dbbbe6746c56c82824181c0896e95ccbc243d4f2626,SO,Cancers are caused by a series of what?,catabolic and anabolic,mutations,B,-2.40625,14.125,-16.53125,6.615601200035879e-08,B,True
T3,9cd58e1d566fb4441d8b7dbbbe6746c56c82824181c0896e95ccbc243d4f2626,SS,Cancers are caused by a series of what?,catabolic and anabolic,catabolic and anabolic,A,11.8125,-4.375,16.1875,0.999999906705072,A,True
T3,9fac6c285cc8c76a315fdb0ebc87d9b13258b066e1a43bf98a0b3f0c4041ec93,OO,What property of materials describes the ease in which they can be molded into thin sheets?,malleability,malleability,A,14.8125,-3.84375,18.65625,0.9999999920987906,A,True
T3,9fac6c285cc8c76a315fdb0ebc87d9b13258b066e1a43bf98a0b3f0c4041ec93,OS,What property of materials describes the ease in which they can be molded into thin sheets?,malleability,precipitation,B,-8.125,13.8125,-21.9375,2.9693733273054213e-10,B,True
T3,9fac6c285cc8c76a315fdb0ebc87d9b13258b066e1a43bf98a0b3f0c4041ec93,SO,What property of materials describes the ease in which they can be molded into thin sheets?,precipitation,malleability,B,-3.0625,15.875,-18.9375,5.9641457266321095e-09,B,True
T3,9fac6c285cc8c76a315fdb0ebc87d9b13258b066e1a43bf98a0b3f0c4041ec93,SS,What property of materials describes the ease in which they can be molded into thin sheets?,precipitation,precipitation,A,14.25,15.75,-1.5,0.18242552380635635,B,False
T3,9fb3ba35b4c9be26de8fe444e1d8057bdc8018f5a3c044b453d270a222474319,OO,What type of tissue makes up the brain and the nerves that connect the brain to all parts of the body?,nervous tissue,nervous tissue,A,14.6875,-5.9375,20.625,0.9999999988967441,A,True
T3,9fb3ba35b4c9be26de8fe444e1d8057bdc8018f5a3c044b453d270a222474319,OS,What type of tissue makes up the brain and the nerves that connect the brain to all parts of the body?,nervous tissue,plant seeds,B,-6.53125,15.5,-22.03125,2.7036451813889373e-10,B,True
T3,9fb3ba35b4c9be26de8fe444e1d8057bdc8018f5a3c044b453d270a222474319,SO,What type of tissue makes up the brain and the nerves that connect the brain to all parts of the body?,plant seeds,nervous tissue,B,11.3125,15.75,-4.4375,0.011687257995694433,B,True
T3,9fb3ba35b4c9be26de8fe444e1d8057bdc8018f5a3c044b453d270a222474319,SS,What type of tissue makes up the brain and the nerves that connect the brain to all parts of the body?,plant seeds,plant seeds,A,7.78125,17.875,-10.09375,4.1335397768930325e-05,B,False
T3,a2aed8ae91384128577f7d97b413b47249fa8eea55b7860ee373095c2671a43d,OO,Esters can be formed by heating carboxylic acids and alcohols in the presence of?,an acid catalyst,an acid catalyst,A,13.625,-6.1875,19.8125,0.9999999975137741,A,True
T3,a2aed8ae91384128577f7d97b413b47249fa8eea55b7860ee373095c2671a43d,OS,Esters can be formed by heating carboxylic acids and alcohols in the presence of?,an acid catalyst,heterocyclic compounds,B,-6.4375,15.5,-21.9375,2.9693733273054213e-10,B,True
T3,a2aed8ae91384128577f7d97b413b47249fa8eea55b7860ee373095c2671a43d,SO,Esters can be formed by heating carboxylic acids and alcohols in the presence of?,heterocyclic compounds,an acid catalyst,B,-3.609375,14.0625,-17.671875,2.1144732409122157e-08,B,True
T3,a2aed8ae91384128577f7d97b413b47249fa8eea55b7860ee373095c2671a43d,SS,Esters can be formed by heating carboxylic acids and alcohols in the presence of?,heterocyclic compounds,heterocyclic compounds,A,14.125,-3.59375,17.71875,0.9999999798235555,A,True
T3,a2c1a94c57d112205546cf50db6313a864cb117283441b2d9ceba73cdfdb5d4c,OO,Body movements help circulate the hemolymph by periodically squeezing what?,the sinuses,the sinuses,A,15.1875,-4.6875,19.875,0.999999997664407,A,True
T3,a2c1a94c57d112205546cf50db6313a864cb117283441b2d9ceba73cdfdb5d4c,OS,Body movements help circulate the hemolymph by periodically squeezing what?,the sinuses,kinetic energy,B,-6.46875,15.9375,-22.40625,1.8581863469805918e-10,B,True
T3,a2c1a94c57d112205546cf50db6313a864cb117283441b2d9ceba73cdfdb5d4c,SO,Body movements help circulate the hemolymph by periodically squeezing what?,kinetic energy,the sinuses,B,-4.84375,15.0625,-19.90625,2.2637343902914214e-09,B,True
T3,a2c1a94c57d112205546cf50db6313a864cb117283441b2d9ceba73cdfdb5d4c,SS,Body movements help circulate the hemolymph by periodically squeezing what?,kinetic energy,kinetic energy,A,14.625,3.53125,11.09375,0.9999847931596293,A,True
T3,a3a450f9313ceaddb2009d36def5be6496af9497d6dacd33873b70792a7047d7,OO,"Instead of insects, crustaceans are the dominant arthropods in what environment?",marine habitat,marine habitat,A,15.1875,-5.65625,20.84375,0.9999999991135089,A,True
T3,a3a450f9313ceaddb2009d36def5be6496af9497d6dacd33873b70792a7047d7,OS,"Instead of insects, crustaceans are the dominant arthropods in what environment?",marine habitat,microvilli,B,-5.90625,15.8125,-21.71875,3.6954448130275963e-10,B,True
T3,a3a450f9313ceaddb2009d36def5be6496af9497d6dacd33873b70792a7047d7,SO,"Instead of insects, crustaceans are the dominant arthropods in what environment?",microvilli,marine habitat,B,1.9609375,15.625,-13.6640625,1.163516510981332e-06,B,True
T3,a3a450f9313ceaddb2009d36def5be6496af9497d6dacd33873b70792a7047d7,SS,"Instead of insects, crustaceans are the dominant arthropods in what environment?",microvilli,microvilli,A,-0.75390625,16.875,-17.62890625,2.2073097622787267e-08,B,False
T3,a4ae82dae765d416ea2a087fedfefe60d89e5f7da5262c2d1d12fc40956fc27b,OO,Intraspecific competition occurs between members of the same what?,species,species,A,15.875,-6.15625,22.03125,0.9999999997296354,A,True
T3,a4ae82dae765d416ea2a087fedfefe60d89e5f7da5262c2d1d12fc40956fc27b,OS,Intraspecific competition occurs between members of the same what?,species,aerobic,B,-6.34375,14.3125,-20.65625,1.0693124115404517e-09,B,True
T3,a4ae82dae765d416ea2a087fedfefe60d89e5f7da5262c2d1d12fc40956fc27b,SO,Intraspecific competition occurs between members of the same what?,aerobic,species,B,5.90625,15.625,-9.71875,6.014151777699533e-05,B,True
T3,a4ae82dae765d416ea2a087fedfefe60d89e5f7da5262c2d1d12fc40956fc27b,SS,Intraspecific competition occurs between members of the same what?,aerobic,aerobic,A,6.40625,16.25,-9.84375,5.307507822667364e-05,B,False
T3,a6f1302baac87b0fda4e2648522e2317160e4b5cb7be118bd813d61557cdc3a8,OO,Which glands produce milk after the birth of offspring?,mammary,mammary,A,15.0625,-5.78125,20.84375,0.9999999991135089,A,True
T3,a6f1302baac87b0fda4e2648522e2317160e4b5cb7be118bd813d61557cdc3a8,OS,Which glands produce milk after the birth of offspring?,mammary,thermal,B,-8.5625,15.5,-24.0625,3.5464107046484124e-11,B,True
T3,a6f1302baac87b0fda4e2648522e2317160e4b5cb7be118bd813d61557cdc3a8,SO,Which glands produce milk after the birth of offspring?,thermal,mammary,B,-1.7265625,15.875,-17.6015625,2.2684986414989674e-08,B,True
T3,a6f1302baac87b0fda4e2648522e2317160e4b5cb7be118bd813d61557cdc3a8,SS,Which glands produce milk after the birth of offspring?,thermal,thermal,A,8.75,17.625,-8.875,0.00013982207564732912,B,False
T3,a928a83babef545b9d62a4e50b0120478ba9b641722f710f84539cbcab78933e,OO,What is the main way that wind causes erosion?,abrasion,abrasion,A,14.4375,-3.421875,17.859375,0.999999982470401,A,True
T3,a928a83babef545b9d62a4e50b0120478ba9b641722f710f84539cbcab78933e,OS,What is the main way that wind causes erosion?,abrasion,biomass,B,-6.75,15.1875,-21.9375,2.9693733273054213e-10,B,True
T3,a928a83babef545b9d62a4e50b0120478ba9b641722f710f84539cbcab78933e,SO,What is the main way that wind causes erosion?,biomass,abrasion,B,-4.125,15.0625,-19.1875,4.644881368380887e-09,B,True
T3,a928a83babef545b9d62a4e50b0120478ba9b641722f710f84539cbcab78933e,SS,What is the main way that wind causes erosion?,biomass,biomass,A,5.5,17.5,-12.0,6.144174602214718e-06,B,False
T3,aa0de654a47e927de2c6a19cd70be9c55ef99ca29bcbffadba1426d74621f407,OO,How did seismologists originally measure the intensity of an earthquake?,mercalli scale,mercalli scale,A,15.875,-2.890625,18.765625,0.9999999929174017,A,True
T3,aa0de654a47e927de2c6a19cd70be9c55ef99ca29bcbffadba1426d74621f407,OS,How did seismologists originally measure the intensity of an earthquake?,mercalli scale,impulse,B,-5.15625,14.875,-20.03125,1.997738588237797e-09,B,True
T3,aa0de654a47e927de2c6a19cd70be9c55ef99ca29bcbffadba1426d74621f407,SO,How did seismologists originally measure the intensity of an earthquake?,impulse,mercalli scale,B,-3.796875,14.375,-18.171875,1.2824928604252854e-08,B,True
T3,aa0de654a47e927de2c6a19cd70be9c55ef99ca29bcbffadba1426d74621f407,SS,How did seismologists originally measure the intensity of an earthquake?,impulse,impulse,A,14.0,-3.609375,17.609375,0.9999999774915497,A,True
T3,ad1614a31df5db29c425dece10e5666125bf46471cacda20678e408c7751b55b,OO,What occurs whenever an unbalanced force acts on an object?,acceleration,acceleration,A,14.8125,-6.28125,21.09375,0.9999999993096,A,True
T3,ad1614a31df5db29c425dece10e5666125bf46471cacda20678e408c7751b55b,OS,What occurs whenever an unbalanced force acts on an object?,acceleration,hypodermis,B,-7.125,15.9375,-23.0625,9.640143774110972e-11,B,True
T3,ad1614a31df5db29c425dece10e5666125bf46471cacda20678e408c7751b55b,SO,What occurs whenever an unbalanced force acts on an object?,hypodermis,acceleration,B,3.546875,17.625,-14.078125,7.690377575985982e-07,B,True
T3,ad1614a31df5db29c425dece10e5666125bf46471cacda20678e408c7751b55b,SS,What occurs whenever an unbalanced force acts on an object?,hypodermis,hypodermis,A,2.609375,16.875,-14.265625,6.375547778570538e-07,B,False
T3,ad6dc70331b4074cde617f42131d13f1e3c1af0539732fa3690dfd1b4601c772,OO,Polymers can disassemble by the reverse process called what?,hydrolysis,hydrolysis,A,15.375,-4.65625,20.03125,0.9999999980022614,A,True
T3,ad6dc70331b4074cde617f42131d13f1e3c1af0539732fa3690dfd1b4601c772,OS,Polymers can disassemble by the reverse process called what?,hydrolysis,light,B,-7.125,14.0,-21.125,6.691586086815049e-10,B,True
T3,ad6dc70331b4074cde617f42131d13f1e3c1af0539732fa3690dfd1b4601c772,SO,Polymers can disassemble by the reverse process called what?,light,hydrolysis,B,-7.25,13.8125,-21.0625,7.123156310479049e-10,B,True
T3,ad6dc70331b4074cde617f42131d13f1e3c1af0539732fa3690dfd1b4601c772,SS,Polymers can disassemble by the reverse process called what?,light,light,A,14.9375,-2.484375,17.421875,0.9999999728496264,A,True
T3,aee813e27e89661fc9afd1439ece3bb24fca269c35c599cc759ff24ddab57bef,OO,What is performed to identify disease-causing genes?,genetic testing,genetic testing,A,13.625,-6.59375,20.21875,0.9999999983438166,A,True
T3,aee813e27e89661fc9afd1439ece3bb24fca269c35c599cc759ff24ddab57bef,OS,What is performed to identify disease-causing genes?,genetic testing,methane,B,-6.65625,15.75,-22.40625,1.8581863469805918e-10,B,True
T3,aee813e27e89661fc9afd1439ece3bb24fca269c35c599cc759ff24ddab57bef,SO,What is performed to identify disease-causing genes?,methane,genetic testing,B,-1.390625,15.4375,-16.828125,4.91629744216681e-08,B,True
T3,aee813e27e89661fc9afd1439ece3bb24fca269c35c599cc759ff24ddab57bef,SS,What is performed to identify disease-causing genes?,methane,methane,A,11.5,17.5,-6.0,0.0024726231566347743,B,False
T3,afc87744cffd489b70b9003f8e95ecaa14bf49486ff5c2ba5e5e3cb6da485feb,OO,What is considered to not be a form of precipitation?,fog,fog,A,16.625,15.125,1.5,0.8175744761936437,A,True
T3,afc87744cffd489b70b9003f8e95ecaa14bf49486ff5c2ba5e5e3cb6da485feb,OS,What is considered to not be a form of precipitation?,fog,carbon dioxide,B,-2.328125,14.8125,-17.140625,3.59684009269841e-08,B,True
T3,afc87744cffd489b70b9003f8e95ecaa14bf49486ff5c2ba5e5e3cb6da485feb,SO,What is considered to not be a form of precipitation?,carbon dioxide,fog,B,-3.234375,15.25,-18.484375,9.38291823929233e-09,B,True
T3,afc87744cffd489b70b9003f8e95ecaa14bf49486ff5c2ba5e5e3cb6da485feb,SS,What is considered to not be a form of precipitation?,carbon dioxide,carbon dioxide,A,14.1875,-3.859375,18.046875,0.999999985467452,A,True
T3,b0ca1c666147d22f0df1f657e2ad37f82c2dbd72fbee073ecaf339a15bf590b3,OO,The trachea and bronchi are made of incomplete rings of this?,cartilage,cartilage,A,15.5,-4.46875,19.96875,0.9999999978734184,A,True
T3,b0ca1c666147d22f0df1f657e2ad37f82c2dbd72fbee073ecaf339a15bf590b3,OS,The trachea and bronchi are made of incomplete rings of this?,cartilage,webbed,B,-5.875,15.8125,-21.6875,3.8127508235732506e-10,B,True
T3,b0ca1c666147d22f0df1f657e2ad37f82c2dbd72fbee073ecaf339a15bf590b3,SO,The trachea and bronchi are made of incomplete rings of this?,webbed,cartilage,B,-4.46875,14.5,-18.96875,5.780648254572639e-09,B,True
T3,b0ca1c666147d22f0df1f657e2ad37f82c2dbd72fbee073ecaf339a15bf590b3,SS,The trachea and bronchi are made of incomplete rings of this?,webbed,webbed,A,15.625,-3.859375,19.484375,0.9999999965482171,A,True
